installation_date,system_size,total_installed_price
12/1/2018,6.785,15000
4/26/2017,6.785,15249
8/7/2017,6.785,15249
5/12/2017,6.785,16954
6/4/2018,6.785,17980
10/31/2018,6.785,19500
10/1/2018,6.785,20000
2/1/2018,6.785,20219.3
1/25/2018,6.785,20219.3
11/28/2018,6.785,21000
9/7/2017,6.785,22051.25
4/18/2018,6.785,24136
10/19/2018,6.785,24426
2/19/2018,6.785,25162
7/24/2018,6.785,27140
5/25/2017,6.785,27258
8/29/2018,6.785,27470.69
9/10/2018,6.785,27565
1/20/2018,6.785,27604.08
5/25/2017,6.785,28336
6/5/2017,6.785,28336
5/22/2017,6.785,28336
5/25/2017,6.785,29568
6/27/2017,6.785,29568
10/4/2018,6.785,29639
7/13/2017,6.785,29854
6/17/2017,6.785,29854
5/25/2017,6.785,29854
6/30/2017,6.785,29854
6/3/2017,6.785,29854
7/15/2017,6.785,29854
7/8/2017,6.785,29854
7/15/2017,6.785,29854
7/22/2017,6.785,29854
6/26/2017,6.785,29854
4/27/2017,6.785,29854
6/8/2017,6.785,29854
7/22/2017,6.785,29854
9/27/2017,6.785,29854
9/12/2017,6.785,29854
5/12/2017,6.785,29854
5/12/2017,6.785,29854
7/26/2017,6.785,29854
5/13/2017,6.785,29854
7/1/2017,6.785,29854
7/12/2017,6.785,29854
9/30/2017,6.785,29854
10/10/2017,6.785,29854
5/26/2017,6.785,29854
5/10/2017,6.785,29854
5/25/2017,6.785,29854
6/1/2017,6.785,29854
7/15/2017,6.785,29854
5/4/2017,6.785,29854
8/7/2017,6.785,29854
5/15/2017,6.785,29854
7/15/2017,6.785,29854
6/19/2017,6.785,29854
7/5/2017,6.785,29854
7/22/2017,6.785,29854
5/22/2017,6.785,29854
9/28/2018,6.785,30429
9/10/2018,6.785,30659.88
5/22/2017,6.785,30800
8/8/2018,6.785,32678.52
10/5/2018,6.785,33070.68
12/18/2018,6.785,33985
4/12/2018,6.785,36818.3
9/20/2017,6.785,36978
11/8/2018,6.785,38521.92
11/17/2017,6.785,39014
5/3/2018,6.8,12100
10/18/2018,6.8,17575
5/14/2018,6.8,19716
1/26/2017,6.8,20732
5/5/2008,6.8,44258
5/8/2008,6.8,44364.41
6/2/2009,6.8,45543
7/10/2008,6.8,46636
11/18/2009,6.8,46735.39
5/11/2009,6.8,52169.5
6/18/2008,6.8,52649
12/6/2006,6.8,53534.48
2/17/2010,6.8,61812
9/6/2012,6.815,31101.01
3/22/2012,6.815,32041.66
7/15/2011,6.815,38279
12/4/2012,6.815,40617.4
10/23/2012,6.815,40617.4
10/26/2012,6.815,40617.4
11/9/2012,6.815,40617.4
4/2/2010,6.815,44459.44
7/12/2012,6.815,46682.75
10/5/2018,6.82,15000
5/17/2016,6.82,16560.6
8/11/2016,6.82,16572.6
8/21/2018,6.82,17000
6/21/2016,6.82,17732
7/16/2018,6.82,18250
9/14/2016,6.82,18392.61
10/26/2018,6.82,18755
9/12/2016,6.82,19559
7/29/2016,6.82,19660
10/11/2018,6.82,20000
7/1/2016,6.82,20113
11/20/2018,6.82,20414
5/9/2018,6.82,20414
7/9/2018,6.82,20414
8/17/2018,6.82,20414
5/18/2018,6.82,20414
6/21/2018,6.82,20414
8/27/2018,6.82,20414
5/17/2018,6.82,20414
7/26/2018,6.82,20414
8/7/2018,6.82,20664
6/21/2018,6.82,20664
7/18/2018,6.82,20814
12/20/2018,6.82,21000
7/25/2018,6.82,21026
7/2/2018,6.82,21214
7/5/2016,6.82,22000
8/3/2018,6.82,22010
8/29/2018,6.82,22246
9/13/2016,6.82,22676.5
11/15/2016,6.82,22836
11/2/2016,6.82,22915.2
8/27/2016,6.82,24000
6/26/2018,6.82,24295
10/4/2018,6.82,24870
11/10/2016,6.82,25000
11/28/2016,6.82,25000
3/27/2017,6.82,25000
11/22/2015,6.82,25800
9/8/2016,6.82,26870
8/1/2012,6.82,33930
8/30/2012,6.82,35532.2
2/1/2018,6.825,13186.5
1/27/2018,6.825,17364.85
3/20/2018,6.825,17438.56
6/7/2018,6.825,17949.75
11/13/2018,6.825,18086.25
10/12/2018,6.825,18087
7/10/2018,6.825,18297.83
12/31/2018,6.825,19290
4/18/2018,6.825,21326.25
11/29/2018,6.825,21362
9/28/2018,6.825,21362.25
10/10/2018,6.825,21362.25
5/16/2018,6.825,21362.25
11/8/2018,6.825,23205
11/8/2018,6.825,23205
9/5/2017,6.825,23205
6/25/2018,6.825,23205
5/15/2018,6.825,23205
9/12/2018,6.825,24362.25
2/14/2018,6.825,24375
11/2/2018,6.825,27720
10/21/2016,6.825,28036
7/18/2017,6.825,29040
8/18/2017,6.825,29040
10/17/2016,6.825,29321
10/12/2017,6.825,30030
4/20/2018,6.825,30030
10/20/2017,6.825,30030
3/20/2018,6.825,30030
2/14/2018,6.825,30030
3/15/2018,6.825,30030
9/16/2017,6.825,30030
7/27/2018,6.825,30030
12/12/2017,6.825,30030
7/2/2018,6.825,30030
11/28/2017,6.825,30030
7/1/2017,6.825,30030
6/1/2017,6.825,30030
11/9/2017,6.825,30030
9/25/2017,6.825,30030
10/3/2017,6.825,30030
12/1/2017,6.825,30030
6/26/2017,6.825,30030
7/24/2018,6.825,30030
10/12/2017,6.825,30030
9/13/2017,6.825,30030
4/11/2018,6.825,30030
8/31/2017,6.825,30030
6/5/2017,6.825,30030
4/4/2018,6.825,33962.25
7/3/2018,6.825,36063
11/18/2016,6.825,36981
8/3/2017,6.825,39039
2/26/2009,6.825,45000
11/9/2016,6.83,28037
10/20/2016,6.83,28067
12/12/2011,6.83,31900
3/27/2018,6.84,1111
8/31/2018,6.84,11111
4/17/2018,6.84,11111
12/28/2017,6.84,12035
12/28/2018,6.84,14656.8
12/13/2017,6.84,14888
7/15/2016,6.84,15948
6/8/2018,6.84,16306.56
4/6/2018,6.84,16498.08
12/19/2016,6.84,16500
8/30/2018,6.84,16701
7/19/2018,6.84,16812.72
3/29/2018,6.84,16846.92
4/6/2018,6.84,16983.72
6/19/2018,6.84,16997.4
8/2/2018,6.84,17016.78
5/31/2018,6.84,17017.92
8/27/2018,6.84,17079
6/6/2018,6.84,17113.68
8/7/2018,6.84,17161.56
6/13/2018,6.84,17209.44
7/30/2018,6.84,17291.52
8/16/2018,6.84,17455.68
7/17/2018,6.84,17476.2
5/23/2018,6.84,17489.88
7/31/2018,6.84,17560
8/17/2018,6.84,17660
7/11/2018,6.84,17715.6
10/11/2016,6.84,17750
6/5/2018,6.84,17804.52
6/21/2018,6.84,17852
6/5/2018,6.84,17996.04
7/24/2018,6.84,17996.04
7/23/2018,6.84,18000
8/4/2016,6.84,18015.4
8/2/2018,6.84,18084.96
5/11/2018,6.84,18178
7/18/2018,6.84,18194
7/19/2018,6.84,18194.4
12/14/2018,6.84,18194.4
2/10/2018,6.84,18194.4
6/1/2018,6.84,18194.4
7/24/2018,6.84,18221.76
7/27/2018,6.84,18228.6
10/30/2018,6.84,18310.68
8/20/2018,6.84,18331.2
7/16/2018,6.84,18351.72
4/27/2018,6.84,18556.92
1/17/2018,6.84,18583.43
5/18/2017,6.84,18586
8/17/2018,6.84,18625.32
8/10/2018,6.84,18673.2
7/3/2018,6.84,18673.2
6/6/2018,6.84,18748.44
8/2/2017,6.84,18766.19
5/11/2018,6.84,18796.32
8/6/2018,6.84,18912
4/25/2018,6.84,18912.6
6/21/2018,6.84,18912.6
1/18/2018,6.84,18912.6
6/18/2018,6.84,18912.6
6/20/2018,6.84,18933.12
10/20/2016,6.84,18960
6/12/2018,6.84,18960.48
10/27/2016,6.84,19000
1/30/2018,6.84,19000
7/30/2018,6.84,19152
6/27/2018,6.84,19152
7/25/2018,6.84,19152
12/13/2016,6.84,19152
9/8/2015,6.84,19152
1/30/2018,6.84,19309.32
4/24/2017,6.84,19352
6/13/2018,6.84,19377.12
8/24/2018,6.84,19391
10/4/2018,6.84,19391
6/25/2018,6.84,19391.4
3/12/2018,6.84,19391.4
12/29/2015,6.84,19494
8/20/2018,6.84,19521.36
8/6/2018,6.84,19630
7/25/2018,6.84,19630
12/29/2017,6.84,19630.8
1/17/2017,6.84,19652
5/13/2017,6.84,19665
3/25/2017,6.84,19756.8
11/28/2017,6.84,19836
10/21/2017,6.84,19836
5/29/2018,6.84,19845
7/31/2018,6.84,19870.2
10/9/2017,6.84,19876
8/22/2018,6.84,20000
4/19/2018,6.84,20000
12/11/2018,6.84,20000
5/29/2018,6.84,20000
12/17/2018,6.84,20001
7/17/2018,6.84,20109
8/27/2018,6.84,20109
5/23/2018,6.84,20109.6
8/20/2018,6.84,20109.6
5/18/2018,6.84,20349
4/16/2018,6.84,20349
6/7/2018,6.84,20349
12/7/2017,6.84,20349
1/11/2018,6.84,20468
1/11/2018,6.84,20468
2/7/2018,6.84,20468
10/13/2017,6.84,20468
3/24/2018,6.84,20468
12/13/2017,6.84,20468
8/9/2018,6.84,20468
2/3/2018,6.84,20468
7/5/2018,6.84,20506.8
11/2/2018,6.84,20520
7/24/2018,6.84,20520
9/17/2018,6.84,20588
6/20/2018,6.84,20588
1/18/2017,6.84,20622.6
7/7/2017,6.84,20691
3/13/2017,6.84,20759.4
9/26/2018,6.84,20827
7/11/2018,6.84,20827
7/19/2018,6.84,20827
1/20/2018,6.84,20827.8
2/10/2018,6.84,20827.8
1/20/2018,6.84,20827.8
8/28/2018,6.84,20827.8
3/30/2018,6.84,20827.8
2/24/2018,6.84,21000
1/19/2018,6.84,21000
10/20/2017,6.84,21000
4/14/2018,6.84,21000
1/19/2018,6.84,21000
2/28/2018,6.84,21000
1/17/2018,6.84,21000
1/17/2018,6.84,21000.17
8/20/2018,6.84,21067
5/3/2018,6.84,21067
7/19/2018,6.84,21067.2
12/6/2017,6.84,21067.2
2/28/2018,6.84,21100
9/12/2016,6.84,21101.4
9/12/2018,6.84,21204
7/28/2017,6.84,21204
12/6/2016,6.84,21235
7/14/2018,6.84,21250
2/15/2018,6.84,21306.6
4/30/2018,6.84,21442.8
6/25/2018,6.84,21500
1/20/2018,6.84,21546
3/20/2018,6.84,21576
5/4/2018,6.84,21600
8/2/2018,6.84,21716
6/7/2018,6.84,21785.4
4/5/2018,6.84,21812.4
12/2/2016,6.84,21819.6
1/19/2018,6.84,21819.6
1/16/2018,6.84,22000
5/18/2018,6.84,22000
1/8/2018,6.84,22000
3/15/2018,6.84,22000
12/28/2016,6.84,22001
11/30/2017,6.84,22024.8
2/6/2018,6.84,22024.8
12/13/2017,6.84,22024.8
2/1/2018,6.84,22075.2
3/19/2018,6.84,22230
12/11/2017,6.84,22264.2
1/17/2017,6.84,22298
1/25/2017,6.84,22298.4
3/21/2018,6.84,22304
1/17/2018,6.84,22503.6
10/25/2017,6.84,22572
5/23/2018,6.84,22572
3/30/2018,6.84,22739.58
5/31/2018,6.84,22852.8
4/22/2016,6.84,22900
4/12/2018,6.84,22914
4/23/2018,6.84,22914
4/27/2018,6.84,22914
4/7/2018,6.84,22914
12/1/2018,6.84,22914
11/19/2018,6.84,22914
5/23/2018,6.84,22914
7/13/2018,6.84,22920
6/12/2012,6.84,22948.2
12/6/2017,6.84,22982.4
12/18/2017,6.84,22982.4
6/8/2015,6.84,23000
4/7/2018,6.84,23000
4/9/2018,6.84,23000
4/20/2018,6.84,23000
9/4/2018,6.84,23000
3/5/2018,6.84,23000.18
7/12/2018,6.84,23062.8
6/19/2018,6.84,23160
1/17/2018,6.84,23221.8
2/16/2018,6.84,23221.8
9/4/2018,6.84,23256
2/1/2017,6.84,23256
11/16/2016,6.84,23256
4/24/2017,6.84,23256
11/30/2016,6.84,23268
4/16/2018,6.84,23282.4
9/18/2013,6.84,23304
2/17/2017,6.84,23392.8
11/14/2018,6.84,23393
8/16/2018,6.84,23461
5/21/2018,6.84,23598
4/13/2018,6.84,23598
6/1/2018,6.84,23851
6/13/2018,6.84,23894.4
7/19/2018,6.84,23895.6
6/4/2018,6.84,23940
5/16/2018,6.84,23940
6/12/2015,6.84,23940
2/23/2018,6.84,24000
9/6/2018,6.84,24000
11/27/2018,6.84,24000
6/7/2018,6.84,24179.4
2/10/2018,6.84,24250
1/31/2018,6.84,24250
2/13/2018,6.84,24250
8/1/2018,6.84,24282
8/14/2014,6.84,24328
5/1/2018,6.84,24330
4/18/2016,6.84,24350
4/13/2018,6.84,24354
6/8/2018,6.84,24432
3/8/2018,6.84,24474
1/22/2018,6.84,24500
1/25/2018,6.84,24574
4/23/2018,6.84,24624
5/8/2018,6.84,24624
6/5/2017,6.84,24646
11/27/2017,6.84,24750
7/16/2018,6.84,24898
3/5/2013,6.84,24950
5/11/2018,6.84,24966
8/18/2016,6.84,24966
5/2/2018,6.84,24966
4/20/2018,6.84,24978
5/14/2018,6.84,25000
1/14/2015,6.84,25000
8/20/2015,6.84,25000
4/12/2018,6.84,25000
8/14/2018,6.84,25000
4/9/2018,6.84,25000
6/9/2018,6.84,25000
2/8/2018,6.84,25000
2/16/2018,6.84,25000
5/11/2018,6.84,25093.64
3/29/2018,6.84,25093.64
5/2/2018,6.84,25103
6/6/2012,6.84,25151
3/7/2018,6.84,25172
1/11/2018,6.84,25189
7/19/2018,6.84,25196.4
4/2/2018,6.84,25261.2
4/3/2018,6.84,25308
7/24/2018,6.84,25322
12/4/2017,6.84,25373.16
7/12/2018,6.84,25411
7/16/2018,6.84,25500
2/10/2018,6.84,25522.56
6/19/2018,6.84,25534
1/26/2018,6.84,25545
11/8/2018,6.84,25582
7/30/2018,6.84,25800
6/6/2018,6.84,25800
2/9/2018,6.84,25992
7/19/2018,6.84,26000
3/20/2018,6.84,26336.4
1/30/2018,6.84,26350.8
2/17/2017,6.84,26664
8/24/2018,6.84,26863
2/23/2017,6.84,27000
8/15/2018,6.84,27000
7/5/2018,6.84,27086
5/4/2018,6.84,27111.6
4/20/2018,6.84,27226.92
6/11/2018,6.84,27240
3/8/2018,6.84,27417.18
3/16/2018,6.84,27417.18
12/8/2017,6.84,27531
2/5/2018,6.84,27568
11/13/2018,6.84,28000
1/17/2018,6.84,28000
12/20/2017,6.84,28000
4/13/2018,6.84,28000
4/9/2018,6.84,28000
2/7/2017,6.84,28044
6/3/2017,6.84,28086
3/10/2017,6.84,28102
8/22/2018,6.84,28166.85
11/13/2018,6.84,28166.85
10/11/2016,6.84,28385
1/25/2017,6.84,28386
5/22/2017,6.84,28386
10/21/2016,6.84,28624
1/31/2018,6.84,28666.85
12/1/2015,6.84,28940
2/23/2018,6.84,28960
5/14/2018,6.84,29000
6/7/2018,6.84,29000
1/19/2017,6.84,29070
1/24/2018,6.84,29232
5/8/2017,6.84,29412
6/1/2018,6.84,29700
4/27/2018,6.84,29808
7/24/2018,6.84,29880
8/20/2018,6.84,29891
11/27/2018,6.84,30000
1/20/2018,6.84,30000
3/29/2018,6.84,30000
7/13/2018,6.84,30000
4/30/2018,6.84,30000
12/19/2017,6.84,30407.4
6/28/2018,6.84,30650
7/26/2017,6.84,30780
11/7/2017,6.84,31256
8/29/2018,6.84,32000
5/31/2012,6.84,32448
3/16/2018,6.84,33211
2/9/2018,6.84,33636
9/19/2018,6.84,33989
3/13/2018,6.84,35489
6/15/2018,6.84,35755.2
6/14/2018,6.84,36541
7/23/2018,6.84,36770
6/7/2018,6.84,36770.86
5/4/2018,6.84,37400
4/12/2018,6.84,40034
5/24/2018,6.84,40034
1/26/2010,6.84,41733
8/25/2010,6.84,43268
7/12/2012,6.84,46854
8/15/2012,6.84,46854
11/29/2018,6.84,47307
10/30/2018,6.84,47307
7/14/2014,6.84,47558.5
6/3/2014,6.84,47558.5
7/31/2008,6.84,47673
2/23/2018,6.84,48854
7/20/2018,6.84,49011
5/23/2018,6.84,50214
4/10/2018,6.84,50382
4/3/2009,6.84,51813
6/1/2012,6.84,52873.2
2/27/2012,6.84,52873.2
1/26/2012,6.84,52873.2
2/16/2012,6.84,52873.2
2/21/2012,6.84,52873.2
11/27/2018,6.84,53295
10/30/2018,6.84,54051
6/25/2009,6.84,62176
11/22/2011,6.845,52911.85
10/31/2011,6.845,52911.85
5/29/2013,6.86,16250
11/7/2013,6.86,17000.95
12/19/2013,6.86,17078.62
10/29/2013,6.86,17520.74
11/14/2013,6.86,17600
2/3/2014,6.86,17683.64
8/19/2013,6.86,17944.93
11/11/2013,6.86,18357.8
12/19/2013,6.86,18723.98
1/13/2014,6.86,18746.84
12/13/2013,6.86,18899.64
11/25/2013,6.86,18996.11
1/17/2014,6.86,19036.97
12/19/2013,6.86,19208.59
11/1/2013,6.86,19208.59
10/19/2012,6.86,19300
2/5/2014,6.86,19441.19
12/10/2013,6.86,19572.01
11/7/2012,6.86,19751.8
11/14/2012,6.86,19764
12/12/2013,6.86,19776.56
12/18/2012,6.86,19930
12/17/2012,6.86,19930
11/14/2012,6.86,19930
12/4/2012,6.86,19930
1/7/2013,6.86,19943.16
6/7/2013,6.86,19977.7
11/7/2013,6.86,20121.33
5/25/2012,6.86,20150
12/10/2012,6.86,20189
1/24/2014,6.86,20233.1
3/5/2014,6.86,20315.72
12/17/2013,6.86,20570.65
10/24/2013,6.86,20673.73
1/6/2014,6.86,20856
2/12/2013,6.86,20891.99
10/7/2013,6.86,20898
1/15/2014,6.86,21298
6/25/2013,6.86,21403
8/16/2012,6.86,21607
9/24/2016,6.86,21638
4/30/2013,6.86,21711.83
9/10/2012,6.86,21900
11/26/2012,6.86,21950
6/20/2013,6.86,22031.59
5/16/2014,6.86,22428
7/21/2014,6.86,22428
11/16/2012,6.86,22810.1
11/8/2012,6.86,22821.75
12/6/2012,6.86,23113
12/21/2012,6.86,23158.7
10/8/2013,6.86,23500
8/22/2012,6.86,23950
11/28/2012,6.86,24366
3/7/2013,6.86,24512
7/10/2013,6.86,25500
4/2/2012,6.86,25570
10/25/2012,6.86,25720
11/8/2012,6.86,25720
1/28/2013,6.86,25720
2/12/2013,6.86,25793.6
9/13/2012,6.86,25994.4
3/8/2013,6.86,26050
3/27/2013,6.86,26062
3/6/2013,6.86,26068
2/12/2013,6.86,26068
7/18/2012,6.86,26092
3/23/2012,6.86,26097.5
4/9/2013,6.86,26100
4/24/2012,6.86,26162.5
10/23/2012,6.86,26406
11/20/2012,6.86,26406
8/24/2012,6.86,26406
10/15/2012,6.86,26406
3/21/2012,6.86,26481.65
9/18/2012,6.86,26954.8
8/28/2012,6.86,27066.67
7/27/2012,6.86,27092
1/17/2012,6.86,27255.66
4/24/2012,6.86,27286.7
2/1/2013,6.86,27440
2/22/2012,6.86,27503.8
12/5/2012,6.86,27597
1/11/2012,6.86,27644.5
2/14/2012,6.86,27840
9/18/2012,6.86,28121
11/5/2012,6.86,28126
6/13/2013,6.86,28255
3/13/2013,6.86,28255
10/28/2011,6.86,28559.1
1/17/2013,6.86,28656
11/30/2012,6.86,28675
7/26/2012,6.86,29115.8
1/3/2012,6.86,29196
1/12/2012,6.86,29521.5
9/18/2015,6.86,30184
6/29/2017,6.86,30184
8/12/2013,6.86,30184
8/15/2011,6.86,30313
8/26/2013,6.86,30870
8/15/2013,6.86,30870
10/15/2013,6.86,30870
9/23/2013,6.86,30870
2/6/2014,6.86,30870
10/17/2013,6.86,30870
9/13/2013,6.86,30870
10/2/2013,6.86,30870
8/27/2013,6.86,30870
9/23/2013,6.86,30870
11/15/2013,6.86,30870
11/27/2013,6.86,30870
1/8/2014,6.86,30870
9/10/2013,6.86,30870
9/25/2013,6.86,30870
10/3/2013,6.86,30870
12/12/2013,6.86,30870
9/30/2013,6.86,30870
11/6/2013,6.86,30870
9/23/2013,6.86,30870
9/25/2013,6.86,30870
9/4/2013,6.86,30870
8/5/2013,6.86,30870
11/26/2013,6.86,30870
10/4/2013,6.86,30870
12/18/2013,6.86,30870
8/15/2013,6.86,30870
8/22/2013,6.86,30870
10/31/2013,6.86,30870
11/8/2013,6.86,30870
11/15/2013,6.86,30870
10/31/2013,6.86,30870
10/1/2013,6.86,30870
12/4/2013,6.86,30870
1/8/2014,6.86,30870
10/4/2013,6.86,30870
9/26/2013,6.86,30870
12/3/2013,6.86,30870
10/24/2013,6.86,30870
9/5/2013,6.86,30870
10/15/2013,6.86,30870
11/6/2013,6.86,30870
10/30/2013,6.86,30870
9/24/2013,6.86,30870
7/24/2013,6.86,30870
10/10/2013,6.86,30870
11/18/2013,6.86,30870
3/3/2014,6.86,30870
8/27/2013,6.86,30870
9/11/2013,6.86,30870
9/17/2014,6.86,31416
7/9/2013,6.86,31920
11/14/2013,6.86,32310.6
12/20/2013,6.86,32310.6
11/14/2013,6.86,32310.6
9/24/2013,6.86,32310.6
8/5/2013,6.86,32310.6
5/20/2013,6.86,32585
5/1/2013,6.86,32585
7/1/2013,6.86,32585
7/3/2013,6.86,32585
8/12/2013,6.86,32585
7/2/2013,6.86,32585
8/13/2013,6.86,32585
7/23/2013,6.86,32585
8/22/2013,6.86,32585
9/19/2013,6.86,32585
5/21/2013,6.86,32585
9/10/2013,6.86,32585
8/6/2013,6.86,32585
7/2/2013,6.86,32585
8/22/2013,6.86,32585
7/1/2013,6.86,32585
8/8/2013,6.86,32585
8/27/2013,6.86,32585
11/20/2013,6.86,32585
9/13/2013,6.86,32585
9/17/2013,6.86,32585
7/15/2013,6.86,32585
10/30/2013,6.86,32585
6/6/2013,6.86,32585
5/16/2013,6.86,32585
9/26/2013,6.86,32585
7/15/2013,6.86,32585
5/30/2013,6.86,32585
9/12/2013,6.86,32585
7/30/2013,6.86,32585
9/25/2013,6.86,32585
7/23/2013,6.86,32585
6/27/2013,6.86,32585
7/31/2013,6.86,32585
10/18/2013,6.86,32585
8/15/2013,6.86,32585
5/16/2013,6.86,32585
5/31/2013,6.86,32585
10/28/2013,6.86,32585
8/14/2013,6.86,32585
6/26/2013,6.86,32585
5/23/2013,6.86,32585
7/22/2013,6.86,32585
6/18/2013,6.86,32585
8/9/2013,6.86,32585
8/23/2013,6.86,32585
8/13/2013,6.86,32585
9/20/2013,6.86,32585
6/19/2013,6.86,32585
7/12/2013,6.86,32585
7/15/2013,6.86,32585
6/26/2013,6.86,32585
7/2/2013,6.86,32585
8/9/2013,6.86,32585
3/13/2013,6.86,32585
6/27/2013,6.86,32585
10/7/2013,6.86,32585
5/20/2013,6.86,32585
8/29/2013,6.86,32585
7/2/2013,6.86,32585
9/23/2013,6.86,32585
8/13/2013,6.86,32585
8/7/2013,6.86,32585
8/9/2013,6.86,32585
8/29/2013,6.86,32585
6/11/2013,6.86,32585
7/15/2013,6.86,32585
10/9/2013,6.86,32585
10/31/2013,6.86,32585
7/15/2013,6.86,32585
1/13/2014,6.86,32585
7/9/2013,6.86,32585
8/22/2013,6.86,32585
6/14/2013,6.86,32585
7/23/2013,6.86,32585
5/1/2013,6.86,32585
10/16/2013,6.86,32585
6/6/2013,6.86,32585
7/19/2013,6.86,32585
7/3/2013,6.86,32585
7/24/2013,6.86,32585
5/23/2013,6.86,32585
8/23/2013,6.86,32585
7/2/2013,6.86,32585
7/15/2013,6.86,32585
8/9/2013,6.86,32585
8/20/2013,6.86,32585
8/7/2013,6.86,32585
6/10/2013,6.86,32585
6/25/2013,6.86,32585
7/10/2013,6.86,32585
5/3/2013,6.86,32585
5/3/2013,6.86,32585
8/14/2013,6.86,32585
8/8/2013,6.86,32585
7/8/2013,6.86,32585
7/1/2013,6.86,32585
7/29/2013,6.86,32585
8/30/2013,6.86,32585
7/15/2013,6.86,32585
7/9/2013,6.86,32585
8/13/2013,6.86,32585
7/11/2013,6.86,32585
8/7/2013,6.86,32585
10/14/2013,6.86,32585
6/11/2013,6.86,32585
7/22/2013,6.86,32585
7/19/2013,6.86,32585
5/1/2013,6.86,32585
4/30/2013,6.86,32585
6/6/2013,6.86,32585
5/28/2013,6.86,32585
7/29/2013,6.86,32585
7/29/2013,6.86,32585
10/28/2013,6.86,32585
8/19/2013,6.86,32585
6/26/2013,6.86,32585
7/11/2013,6.86,32858
5/15/2013,6.86,33748.75
2/8/2011,6.86,34096
2/13/2013,6.86,34128
3/8/2013,6.86,34128.5
5/6/2013,6.86,34128.5
2/11/2013,6.86,34128.5
4/12/2013,6.86,34128.5
4/11/2013,6.86,34128.5
3/1/2013,6.86,34128.5
4/11/2013,6.86,34128.5
3/6/2013,6.86,34128.5
4/24/2013,6.86,34128.5
3/26/2013,6.86,34128.5
3/21/2013,6.86,34128.5
7/17/2013,6.86,34129
7/25/2013,6.86,34300
3/11/2011,6.86,34326
9/28/2011,6.86,34500
2/4/2011,6.86,37065
3/27/2013,6.86,37730
4/18/2013,6.86,37935.8
7/3/2013,6.86,37935.8
3/6/2013,6.86,37935.8
4/11/2013,6.86,37936
5/9/2013,6.86,39155
11/1/2011,6.86,40679
5/22/2013,6.86,40885.6
2/22/2013,6.86,40885.6
6/5/2013,6.86,40885.6
5/30/2013,6.86,40885.6
10/3/2012,6.86,40885.6
1/30/2013,6.86,40885.6
10/24/2012,6.86,40885.6
1/17/2013,6.86,40885.6
12/8/2010,6.86,41400
7/24/2013,6.86,45000
10/11/2012,6.86,46991
2/14/2013,6.86,46991
11/1/2012,6.86,46991
6/27/2012,6.86,46991
11/1/2012,6.86,46991
6/1/2012,6.86,53027.8
6/18/2012,6.86,53027.8
11/19/2007,6.864,42400
7/9/2016,6.867,13000
7/1/2016,6.867,15000
4/12/2013,6.867,15755
3/11/2015,6.867,15794
5/29/2015,6.867,15794.1
2/17/2015,6.867,15794.1
1/28/2015,6.867,15794.1
3/4/2015,6.867,15794.1
4/22/2015,6.867,15794.1
10/15/2015,6.867,15801
9/13/2016,6.867,16000
5/16/2017,6.867,16000
7/11/2014,6.867,18000
1/3/2014,6.867,18000
1/20/2018,6.867,20000
1/19/2018,6.867,20000
4/29/2016,6.867,20000
4/4/2016,6.867,20000
7/25/2016,6.867,20000
12/1/2016,6.867,20218
9/20/2018,6.867,20293
7/12/2016,6.867,20500
4/25/2017,6.867,20813
10/9/2012,6.867,20993.4
12/23/2016,6.867,21000
8/8/2013,6.867,21420
2/1/2017,6.867,21500
10/19/2016,6.867,21800
6/13/2016,6.867,21931
1/13/2016,6.867,22000
6/13/2016,6.867,22325.11
2/8/2017,6.867,22359
5/18/2017,6.867,22382
4/14/2016,6.867,22500
6/4/2016,6.867,22500
12/16/2016,6.867,22542
1/9/2017,6.867,22661
1/12/2016,6.867,22665
5/13/2016,6.867,22867
6/16/2016,6.867,23000
6/11/2016,6.867,23000
6/23/2017,6.867,23004
10/5/2016,6.867,23004
2/21/2017,6.867,23004
6/17/2017,6.867,23004
2/8/2017,6.867,23004
12/20/2016,6.867,23004
5/5/2017,6.867,23004
7/25/2016,6.867,23004
2/25/2017,6.867,23004
4/29/2016,6.867,23004
4/6/2016,6.867,23200
12/12/2014,6.867,23330
6/9/2016,6.867,23347
8/23/2017,6.867,23347
12/16/2014,6.867,23480
11/2/2016,6.867,23500
1/10/2014,6.867,23600
9/17/2016,6.867,23691
4/29/2017,6.867,23691
4/29/2016,6.867,23691
8/7/2017,6.867,23692
7/22/2017,6.867,23740
6/14/2016,6.867,23828
5/23/2016,6.867,24034
8/6/2014,6.867,24162.97
1/2/2014,6.867,24172.3
11/17/2014,6.867,24182
2/20/2017,6.867,24241
2/1/2017,6.867,24291
5/21/2015,6.867,24368.4
8/14/2014,6.867,24377.85
5/27/2015,6.867,24471.2
7/22/2017,6.867,24583
6/3/2016,6.867,24634
7/29/2014,6.867,24721.2
11/5/2014,6.867,24721.2
5/7/2016,6.867,24804
1/7/2016,6.867,24858
9/18/2014,6.867,24859.18
3/24/2016,6.867,24984
8/22/2012,6.867,25000
11/4/2014,6.867,25021.2
7/26/2017,6.867,25064
7/17/2014,6.867,25064.55
7/17/2014,6.867,25064.55
3/30/2018,6.867,25065
9/3/2014,6.867,25407.9
12/2/2016,6.867,25500
2/13/2015,6.867,25570
6/1/2016,6.867,25751.25
5/1/2015,6.867,25754.35
2/17/2014,6.867,25833
