installation_date,system_size,total_installed_price
4/24/2015,5.72,12612.6
6/7/2016,5.72,13706.67
6/1/2016,5.72,13706.67
10/9/2014,5.72,13749
10/28/2014,5.72,13749
9/17/2014,5.72,13749
5/12/2014,5.72,13749
9/17/2013,5.72,13871.25
4/29/2014,5.72,14515
5/23/2014,5.72,14515
4/29/2015,5.72,14515
2/23/2016,5.72,14872
7/15/2015,5.72,15000
11/2/2016,5.72,15000
4/17/2017,5.72,15000
4/13/2017,5.72,15026.62
8/15/2014,5.72,15730
5/24/2016,5.72,15789
9/28/2016,5.72,15834
12/27/2016,5.72,16000
5/5/2017,5.72,16016
4/25/2016,5.72,16045
11/22/2016,5.72,16045.71
8/18/2016,5.72,16158
4/28/2016,5.72,16216
12/14/2016,5.72,16445
12/13/2016,5.72,16616
7/19/2016,5.72,16616.6
1/9/2017,5.72,16761.6
5/6/2016,5.72,16801.06
10/6/2016,5.72,16821.2
8/30/2016,5.72,17017
9/24/2016,5.72,17033.77
4/20/2016,5.72,17395
5/19/2014,5.72,17446
1/29/2014,5.72,17446
12/15/2014,5.72,17490
12/22/2014,5.72,17600.5
11/2/2016,5.72,17617.6
7/16/2016,5.72,17646.2
2/6/2016,5.72,17781.5
1/14/2016,5.72,17782
2/28/2017,5.72,17817.8
4/12/2016,5.72,17817.8
6/6/2016,5.72,17876
4/9/2016,5.72,18018
4/7/2016,5.72,18018
11/2/2016,5.72,18046.6
5/27/2016,5.72,18046.6
7/18/2013,5.72,18256.3
9/27/2013,5.72,18418.4
7/9/2016,5.72,18494
7/29/2016,5.72,18647.2
12/30/2016,5.72,18647.2
1/3/2014,5.72,18654
11/22/2016,5.72,18847.4
9/24/2016,5.72,18847.4
8/14/2013,5.72,19522.36
9/17/2013,5.72,19681
10/4/2017,5.72,20157
11/14/2016,5.72,20500
7/14/2016,5.72,20649.2
10/24/2016,5.72,20649.2
9/12/2016,5.72,20770
5/18/2016,5.72,21000
4/30/2013,5.72,21204.9
3/13/2013,5.72,21396
6/17/2014,5.72,21566
5/19/2016,5.72,22308
3/28/2013,5.72,22492
5/6/2016,5.72,22716.36
6/10/2016,5.72,22759.2
11/3/2016,5.72,22851.4
8/3/2016,5.72,23000
10/16/2017,5.72,23000
7/9/2012,5.72,23425
5/13/2016,5.72,23940
6/28/2016,5.72,24024
9/2/2016,5.72,24210
12/14/2016,5.72,24300
10/9/2015,5.72,24381
9/2/2016,5.72,24438
5/12/2016,5.72,24438
5/18/2016,5.72,24439
8/22/2016,5.72,24469
11/2/2016,5.72,24481
1/3/2017,5.72,24530
11/1/2016,5.72,24530
8/22/2016,5.72,24530
12/22/2016,5.72,24530
1/3/2017,5.72,24530
12/27/2016,5.72,24530
1/4/2017,5.72,24530
9/6/2016,5.72,24530
10/12/2016,5.72,24530
11/22/2016,5.72,24530
8/17/2016,5.72,24530
12/27/2016,5.72,24570
1/3/2017,5.72,24651
8/19/2016,5.72,24720
5/3/2016,5.72,24996
7/22/2016,5.72,25000
5/13/2016,5.72,25000
5/25/2016,5.72,25113.6
5/4/2017,5.72,25168
2/13/2017,5.72,25168
2/6/2017,5.72,25168
1/30/2017,5.72,25168
5/25/2017,5.72,25168
3/30/2017,5.72,25168
2/27/2017,5.72,25168
10/4/2018,5.72,25168
5/8/2017,5.72,25168
3/21/2017,5.72,25168
4/4/2017,5.72,25168
3/1/2017,5.72,25168
3/14/2017,5.72,25168
3/29/2017,5.72,25168
2/8/2017,5.72,25168
2/28/2017,5.72,25168
1/9/2017,5.72,25168
10/28/2016,5.72,25168
2/2/2018,5.72,25168
3/10/2017,5.72,25168
5/3/2017,5.72,25168
2/17/2017,5.72,25168
5/27/2016,5.72,25168
3/28/2017,5.72,25168
5/18/2017,5.72,25168
4/10/2017,5.72,25168
3/28/2017,5.72,25168
3/30/2017,5.72,25168
2/17/2017,5.72,25168
3/27/2017,5.72,25168
5/10/2017,5.72,25168
5/6/2017,5.72,25168
4/4/2017,5.72,25168
3/17/2017,5.72,25168
4/21/2017,5.72,25168
3/10/2017,5.72,25168
2/6/2017,5.72,25168
3/31/2017,5.72,25168
4/25/2017,5.72,25168
4/26/2017,5.72,25168
2/13/2017,5.72,25168
2/7/2017,5.72,25168
4/25/2017,5.72,25197
3/7/2013,5.72,25228
2/15/2017,5.72,25335
3/6/2017,5.72,25375
2/14/2017,5.72,25433
2/5/2016,5.72,25682
9/26/2016,5.72,25900
6/2/2016,5.72,26050
2/9/2017,5.72,26460
3/17/2011,5.72,26472.65
11/5/2016,5.72,26618
6/3/2016,5.72,26884
8/20/2016,5.72,27000
2/20/2013,5.72,27170
5/3/2013,5.72,27170
5/17/2013,5.72,27170
5/16/2013,5.72,27170
5/6/2016,5.72,27449.87
5/10/2016,5.72,27456
2/27/2017,5.72,27456
6/16/2016,5.72,27456
5/6/2016,5.72,27456
10/28/2016,5.72,27875
11/18/2016,5.72,28000
4/29/2016,5.72,28000
8/17/2012,5.72,28456.9
7/19/2012,5.72,28457
12/14/2012,5.72,28457
2/27/2013,5.72,28457
10/5/2012,5.72,28457
3/12/2013,5.72,28457
9/14/2012,5.72,28457
2/26/2013,5.72,28457
10/29/2012,5.72,28457
11/5/2012,5.72,28457
8/30/2012,5.72,28457
10/18/2012,5.72,28457
12/14/2012,5.72,28457
5/20/2013,5.72,28457
12/5/2012,5.72,28457
9/27/2012,5.72,28457
9/27/2012,5.72,28457
11/2/2012,5.72,28457
7/6/2012,5.72,28457
9/27/2012,5.72,28457
11/9/2012,5.72,28457
11/14/2012,5.72,28457
7/31/2013,5.72,28457
9/27/2012,5.72,28457
4/15/2013,5.72,28457
2/19/2013,5.72,28475
9/9/2010,5.72,28616.24
12/7/2012,5.72,28656
9/27/2010,5.72,29172
2/15/2017,5.72,29286.4
2/5/2013,5.72,29432
9/24/2010,5.72,29599
6/13/2016,5.72,29749
8/25/2016,5.72,29801
7/25/2016,5.72,29801
8/8/2016,5.72,29801
5/25/2016,5.72,29801.2
7/27/2012,5.72,29801.2
5/23/2016,5.72,30000
9/28/2016,5.72,30000
3/3/2015,5.72,30000
12/12/2016,5.72,30000
4/29/2016,5.72,30030
11/8/2016,5.72,30032
6/21/2016,5.72,30503
11/9/2009,5.72,30520
6/16/2011,5.72,30616.21
10/26/2012,5.72,30646
8/26/2010,5.72,30744.31
2/18/2010,5.72,32032
3/5/2010,5.72,32032
3/17/2010,5.72,32032
5/24/2010,5.72,32890
4/7/2010,5.72,34320
9/21/2016,5.72,62000
4/4/2017,5.735,17800
1/14/2011,5.735,33600
1/14/2009,5.735,39000
9/7/2012,5.74,10474
12/20/2017,5.74,20580
4/3/2008,5.74,37178.37
6/5/2008,5.74,37386.54
8/20/2008,5.74,37493.05
9/23/2008,5.74,37717
8/29/2008,5.74,37738.48
8/29/2008,5.74,37756.59
6/16/2008,5.74,37896.05
4/23/2008,5.74,37918.18
4/21/2008,5.74,38241.05
1/12/2009,5.74,38241.19
8/8/2008,5.74,38481.05
1/22/2009,5.74,38639
4/2/2008,5.74,39408.85
7/14/2009,5.74,42387
7/22/2009,5.74,43349.32
9/15/2009,5.74,44690
8/18/2009,5.74,44690
12/16/2009,5.74,48359
11/12/2009,5.74,49631
9/28/2009,5.74,51813
11/9/2009,5.74,52176.6
12/21/2009,5.74,52176.6
5/27/2010,5.74,52176.6
2/18/2010,5.74,52176.6
12/21/2009,5.74,52176.6
3/5/2010,5.74,52176.6
5/15/2009,5.74,52177
9/4/2009,5.74,58500
12/31/2018,5.745,16621
7/19/2016,5.75,3000
3/14/2016,5.75,7590
2/28/2014,5.75,10188
7/2/2014,5.75,10820
3/5/2014,5.75,11470
3/3/2016,5.75,12345
6/11/2014,5.75,12560
6/10/2014,5.75,13250
9/2/2014,5.75,13946.63
9/25/2013,5.75,17232.71
10/28/2013,5.75,17685.85
5/12/2015,5.75,17900.94
12/18/2013,5.75,18066.56
1/3/2014,5.75,19205.12
10/2/2014,5.75,19932
2/13/2017,5.75,20900
1/27/2017,5.75,21295
10/23/2012,5.75,21314
7/24/2015,5.75,21448
6/23/2014,5.75,21526.56
6/26/2014,5.75,21533.76
3/14/2014,5.75,21627.84
12/18/2013,5.75,21767
8/15/2016,5.75,22062
10/2/2014,5.75,22655
9/13/2013,5.75,22743
3/4/2015,5.75,22994
6/20/2014,5.75,23052
2/28/2014,5.75,23100
6/20/2014,5.75,23349.6
4/2/2015,5.75,23650
12/22/2016,5.75,24050
4/21/2014,5.75,24228
4/17/2014,5.75,24357.96
12/23/2016,5.75,25020
2/29/2012,5.75,25182.34
4/24/2014,5.75,25245.48
6/19/2015,5.75,25300
4/23/2014,5.75,25300
4/10/2015,5.75,25300
12/3/2014,5.75,25300
1/5/2015,5.75,25300
7/10/2017,5.75,25300
6/3/2015,5.75,25300
1/6/2015,5.75,25300
10/31/2014,5.75,25300
11/18/2014,5.75,25300
1/6/2015,5.75,25300
11/21/2016,5.75,25300
5/26/2016,5.75,25300
3/27/2015,5.75,25300
9/12/2014,5.75,25300
5/27/2015,5.75,25300
3/23/2016,5.75,25300
10/29/2014,5.75,25300
10/3/2014,5.75,25300
5/10/2016,5.75,25300
10/16/2014,5.75,25300
1/15/2015,5.75,25300
9/5/2014,5.75,25300
12/22/2016,5.75,25300
1/21/2015,5.75,25300
10/14/2014,5.75,25300
3/27/2015,5.75,25300
4/9/2015,5.75,25300
8/27/2014,5.75,25300
11/16/2016,5.75,25300
3/25/2016,5.75,25300
7/29/2015,5.75,25300
2/9/2015,5.75,25300
7/2/2014,5.75,25300
6/27/2016,5.75,25300
10/10/2014,5.75,25300
7/12/2016,5.75,25300
12/29/2014,5.75,25300
3/27/2015,5.75,25300
5/20/2017,5.75,25300
3/21/2017,5.75,25300
4/3/2015,5.75,25300
6/12/2015,5.75,25300
1/26/2015,5.75,25300
5/4/2015,5.75,25300
11/18/2014,5.75,25300
10/13/2014,5.75,25300
4/30/2016,5.75,25300
4/30/2015,5.75,25300
6/10/2015,5.75,25300
11/20/2014,5.75,25300
9/4/2015,5.75,25300
6/25/2015,5.75,25300
11/25/2014,5.75,25300
4/26/2016,5.75,25300
5/8/2015,5.75,25300
12/31/2015,5.75,25300
9/4/2015,5.75,25300
6/3/2016,5.75,25300
5/5/2016,5.75,25300
1/14/2015,5.75,25300
11/10/2014,5.75,25300
2/25/2015,5.75,25300
5/12/2015,5.75,25300
1/2/2015,5.75,25300
5/4/2016,5.75,25300
11/20/2014,5.75,25300
5/18/2016,5.75,25300
10/7/2014,5.75,25300
3/27/2015,5.75,25300
6/2/2015,5.75,25300
10/30/2015,5.75,25300
12/29/2014,5.75,25300
7/16/2014,5.75,25300
5/11/2016,5.75,25300
2/25/2015,5.75,25300
4/8/2015,5.75,25300
2/9/2015,5.75,25300
3/17/2015,5.75,25300
5/12/2016,5.75,25300
6/27/2016,5.75,25300
4/24/2015,5.75,25300
2/18/2015,5.75,25300
5/23/2016,5.75,25300
8/5/2015,5.75,25300
8/10/2015,5.75,25300
3/17/2015,5.75,25300
12/10/2014,5.75,25300
5/26/2016,5.75,25300
1/12/2016,5.75,25300
10/6/2016,5.75,25300
10/6/2014,5.75,25300
1/15/2015,5.75,25300
12/14/2016,5.75,25300
4/13/2015,5.75,25300
4/29/2016,5.75,25300
5/26/2015,5.75,25300
5/3/2016,5.75,25300
10/6/2014,5.75,25300
6/2/2014,5.75,25300
4/2/2015,5.75,25300
8/5/2015,5.75,25300
12/6/2016,5.75,25300
4/11/2016,5.75,25300
2/18/2015,5.75,25300
6/26/2014,5.75,25300
5/4/2015,5.75,25300
4/30/2016,5.75,25300
6/2/2016,5.75,25300
12/3/2016,5.75,25300
3/4/2014,5.75,25300
8/7/2015,5.75,25300
3/27/2014,5.75,25300
5/29/2015,5.75,25300
3/9/2015,5.75,25300
4/4/2014,5.75,25300
6/1/2015,5.75,25300
7/29/2015,5.75,25300
7/22/2014,5.75,25300
7/7/2014,5.75,25300
5/23/2016,5.75,25300
1/2/2015,5.75,25300
5/11/2016,5.75,25300
5/18/2017,5.75,25300
1/5/2017,5.75,25300
5/13/2016,5.75,25300
6/26/2014,5.75,25300
12/11/2014,5.75,25300
8/7/2014,5.75,25300
9/18/2015,5.75,25300
3/20/2014,5.75,25300
7/1/2015,5.75,25300
12/15/2014,5.75,25300
12/8/2014,5.75,25300
3/26/2015,5.75,25300
10/9/2014,5.75,25300
3/2/2015,5.75,25300
7/1/2015,5.75,25300
3/27/2015,5.75,25300
3/10/2014,5.75,25300
8/9/2018,5.75,25300
6/30/2015,5.75,25300
10/20/2014,5.75,25300
6/2/2014,5.75,25300
3/11/2015,5.75,25300
11/25/2014,5.75,25300
12/26/2014,5.75,25300
12/4/2014,5.75,25300
4/24/2015,5.75,25300
11/11/2014,5.75,25300
4/17/2015,5.75,25300
3/5/2015,5.75,25300
5/18/2016,5.75,25300
2/23/2015,5.75,25300
4/10/2015,5.75,25300
5/4/2015,5.75,25300
5/17/2016,5.75,25300
5/9/2014,5.75,25300
11/24/2015,5.75,25300
12/18/2015,5.75,25300
8/11/2016,5.75,25300
5/12/2016,5.75,25300
6/6/2014,5.75,25300
9/15/2014,5.75,25300
12/31/2014,5.75,25300
6/8/2016,5.75,25300
1/16/2015,5.75,25300
5/30/2014,5.75,25300
2/24/2011,5.75,25500
6/19/2014,5.75,25522.56
4/2/2015,5.75,25806
12/23/2013,5.75,25875
1/8/2014,5.75,25875
11/20/2013,5.75,25875
11/14/2013,5.75,25875
12/19/2013,5.75,25875
1/29/2015,5.75,25875
4/22/2014,5.75,25875
11/15/2013,5.75,25875
12/23/2014,5.75,25875
8/28/2013,5.75,25875
4/9/2015,5.75,25875
1/30/2014,5.75,25875
5/8/2015,5.75,25875
10/24/2013,5.75,25875
12/10/2014,5.75,25875
12/31/2013,5.75,25875
11/26/2013,5.75,25875
3/13/2014,5.75,25875
11/22/2013,5.75,25875
12/30/2013,5.75,25875
6/3/2015,5.75,25875
1/9/2015,5.75,25875
11/21/2013,5.75,25875
12/17/2013,5.75,25875
11/7/2013,5.75,25875
11/9/2013,5.75,25875
3/19/2015,5.75,25875
12/5/2013,5.75,25875
1/23/2015,5.75,25875
11/10/2015,5.75,25875
10/31/2013,5.75,25875
5/6/2015,5.75,25875
4/8/2014,5.75,25875
12/26/2013,5.75,25875
6/9/2015,5.75,25875
11/4/2013,5.75,25875
12/31/2013,5.75,25875
3/3/2015,5.75,25875
12/31/2013,5.75,25875
1/7/2014,5.75,25875
12/9/2013,5.75,25875
1/2/2014,5.75,25875
10/25/2013,5.75,25875
1/29/2014,5.75,25875.5
2/18/2015,5.75,25928
9/26/2013,5.75,26766.25
9/12/2013,5.75,27312.5
7/23/2013,5.75,27312.5
7/3/2013,5.75,27312.5
7/15/2013,5.75,27312.5
2/7/2014,5.75,27313
1/27/2012,5.75,27559
4/16/2014,5.75,27926
9/17/2013,5.75,28175
3/3/2016,5.75,28750
3/30/2011,5.75,28877
6/1/2011,5.75,29187
4/12/2011,5.75,29320
5/13/2015,5.75,29670
11/3/2014,5.75,29670
3/26/2015,5.75,29670
4/9/2015,5.75,29670
6/29/2015,5.75,29670
11/2/2010,5.75,31158
3/17/2014,5.75,31400
10/2/2013,5.75,32243
9/24/2013,5.75,32243
10/24/2013,5.75,32243
1/16/2014,5.75,32243
10/7/2013,5.75,32243
12/17/2013,5.75,32243
11/8/2013,5.75,32243
12/17/2013,5.75,32243
12/5/2013,5.75,32243
12/26/2013,5.75,32243
9/9/1999,5.75,32890
4/26/2010,5.75,33368.3
9/16/2015,5.75,33750
10/12/2011,5.75,34422
10/16/2018,5.75,37500
7/22/2013,5.75,38760
4/3/2015,5.75,46623.81
2/18/2015,5.75,46632.81
4/8/2015,5.75,50625
8/30/2013,5.76,10103
4/10/2013,5.76,11347.2
2/26/2013,5.76,12336
1/17/2014,5.76,12375
12/18/2018,5.76,13078
10/21/2017,5.76,13881.6
5/31/2017,5.76,14658
2/24/2017,5.76,14844
8/3/2018,5.76,14870
5/16/2018,5.76,14903
7/2/2018,5.76,14976
11/2/2018,5.76,15000
6/7/2017,5.76,15058
5/11/2018,5.76,15202
3/31/2017,5.76,15368
4/30/2012,5.76,15432.72
4/18/2014,5.76,15456
2/26/2015,5.76,15500
5/22/2018,5.76,15602
8/19/2013,5.76,15840
6/22/2018,5.76,15882.25
6/1/2017,5.76,16000
7/17/2014,5.76,16063.9
5/16/2018,5.76,16068
12/31/2018,5.76,16341
11/8/2013,5.76,16416
7/7/2014,5.76,16416
3/14/2013,5.76,16646
11/6/2018,5.76,16840
6/5/2013,5.76,16992
11/21/2018,5.76,17222
3/16/2017,5.76,17250
9/13/2013,5.76,17568
6/26/2018,5.76,17856
1/15/2013,5.76,17856
10/8/2013,5.76,17856
1/11/2013,5.76,17856
11/21/2013,5.76,17856
1/29/2013,5.76,17856
10/2/2018,5.76,17856
11/26/2018,5.76,17917.82
11/7/2013,5.76,18144
7/13/2018,5.76,18316.8
12/18/2013,5.76,18330
1/29/2013,5.76,18345
6/13/2018,5.76,18432
1/16/2013,5.76,18432
3/8/2013,5.76,18639
2/28/2013,5.76,18639
4/14/2018,5.76,18663
12/24/2013,5.76,18720
12/20/2013,5.76,18775
5/21/2012,5.76,18899.8
11/19/2018,5.76,19008
10/11/2018,5.76,19258
4/27/2018,5.76,19296
5/7/2018,5.76,19296
5/30/2018,5.76,19296
6/30/2014,5.76,19300
6/12/2012,5.76,19396
12/11/2018,5.76,19407
10/15/2018,5.76,19408
5/1/2018,5.76,19408
11/16/2012,5.76,19439.4
3/28/2013,5.76,19531
12/4/2018,5.76,19548
2/23/2018,5.76,19560
2/15/2017,5.76,19584
5/21/2018,5.76,19584
5/14/2018,5.76,19584
7/24/2018,5.76,19584
9/11/2018,5.76,19584
12/1/2018,5.76,19584
5/15/2018,5.76,19700
4/14/2018,5.76,19700
3/8/2018,5.76,19708
11/20/2018,5.76,19768
5/14/2012,5.76,19872
7/24/2018,5.76,19872
12/15/2018,5.76,19872
4/14/2018,5.76,19872
3/26/2015,5.76,19968
2/1/2017,5.76,20000
5/17/2018,5.76,20157
7/17/2018,5.76,20160
4/23/2018,5.76,20160
7/18/2018,5.76,20160
4/30/2018,5.76,20160
4/23/2018,5.76,20160
6/13/2018,5.76,20216
7/16/2012,5.76,20233.8
12/21/2018,5.76,20448
12/20/2013,5.76,20448
11/13/2012,5.76,20539
4/20/2018,5.76,20670
7/23/2018,5.76,20736
11/12/2018,5.76,20736
6/19/2018,5.76,20736
4/5/2018,5.76,20736
12/31/2018,5.76,20736
3/23/2018,5.76,20736
3/1/2018,5.76,20783
3/29/2018,5.76,20793
5/7/2018,5.76,20811
4/2/2018,5.76,20909
6/4/2018,5.76,20909
12/1/2018,5.76,20948
4/30/2018,5.76,21024
3/19/2018,5.76,21024
12/19/2018,5.76,21024
12/3/2018,5.76,21024
2/1/2018,5.76,21038
12/13/2012,5.76,21057
11/20/2018,5.76,21254
7/26/2018,5.76,21312
4/14/2018,5.76,21312
5/15/2018,5.76,21312
6/29/2018,5.76,21312
7/2/2018,5.76,21312
4/2/2018,5.76,21312
8/15/2011,5.76,21312
3/13/2018,5.76,21370
5/16/2018,5.76,21399
6/6/2018,5.76,21600
4/25/2018,5.76,21600
5/8/2018,5.76,21635
4/14/2018,5.76,21716
7/25/2012,5.76,21754.6
7/23/2018,5.76,21888
12/31/2009,5.76,21951.97
2/13/2012,5.76,22000
4/19/2012,5.76,22046
10/18/2018,5.76,22100
9/20/2012,5.76,22120.4
1/31/2013,5.76,22214
6/29/2012,5.76,22276.4
5/4/2018,5.76,22285
1/14/2016,5.76,22323.2
6/27/2012,5.76,22368
1/14/2016,5.76,22403
6/20/2012,5.76,22464
5/19/2014,5.76,22538
7/11/2012,5.76,22680
7/31/2012,5.76,22680
3/19/2014,5.76,22752
8/7/2012,5.76,23040
8/2/2011,5.76,23233
9/1/2010,5.76,23308
3/26/2012,5.76,23340
11/8/2018,5.76,23340.2
11/5/2012,5.76,23347
11/6/2018,5.76,23616
4/23/2015,5.76,23616
12/10/2018,5.76,23661.4
5/2/2018,5.76,23761
3/28/2012,5.76,24002.16
5/9/2012,5.76,24046
3/1/2012,5.76,24046
2/15/2012,5.76,24046
2/15/2012,5.76,24046
2/15/2012,5.76,24046
2/15/2012,5.76,24046
5/9/2012,5.76,24046
5/9/2012,5.76,24046
2/15/2012,5.76,24046
4/18/2012,5.76,24046
3/21/2012,5.76,24046
2/8/2012,5.76,24518
4/10/2012,5.76,24538.27
1/12/2017,5.76,24710
11/16/2012,5.76,25028.24
6/15/2018,5.76,25033
8/10/2012,5.76,25088
11/20/2018,5.76,25134
4/15/2013,5.76,25300
12/13/2016,5.76,25344
3/1/2012,5.76,25344
12/13/2016,5.76,25344
2/12/2018,5.76,25344
12/20/2018,5.76,25424
7/7/2011,5.76,25860.98
8/14/2012,5.76,25889
8/3/2011,5.76,25920
7/3/2012,5.76,25920
1/15/2013,5.76,25935
6/13/2012,5.76,26056
6/18/2013,5.76,26108
10/17/2018,5.76,26151
11/29/2018,5.76,26151
8/22/2011,5.76,26393.64
10/18/2011,5.76,26500
10/12/2011,5.76,26507.63
8/31/2012,5.76,26656
7/15/2016,5.76,26660
9/23/2011,5.76,26966.41
9/14/2012,5.76,27072
5/10/2011,5.76,27072
11/7/2011,5.76,27166.39
2/9/2012,5.76,27218
5/23/2013,5.76,27360
5/30/2013,5.76,27360
7/15/2013,5.76,27360
6/19/2013,5.76,27360
4/2/2013,5.76,27360
6/5/2013,5.76,27360
4/10/2013,5.76,27360
5/29/2013,5.76,27360
8/8/2013,5.76,27360
5/30/2013,5.76,27360
5/15/2013,5.76,27360
7/16/2013,5.76,27360
5/1/2013,5.76,27360
6/5/2013,5.76,27360
6/12/2013,5.76,27360
2/28/2013,5.76,27360
5/1/2013,5.76,27360
5/29/2013,5.76,27360
5/9/2013,5.76,27360
4/12/2013,5.76,27360
4/26/2013,5.76,27360
5/7/2013,5.76,27360
6/4/2013,5.76,27360
5/29/2013,5.76,27360
5/7/2013,5.76,27360
6/11/2013,5.76,27360
5/1/2013,5.76,27360
12/16/2011,5.76,27447.45
8/8/2011,5.76,27516.97
3/23/2012,5.76,27530
7/25/2012,5.76,27555
9/14/2012,5.76,27587
4/5/2013,5.76,27648
9/28/2012,5.76,27648
3/15/2011,5.76,27648
6/4/2012,5.76,27648
6/21/2012,5.76,27648
6/6/2012,5.76,27648
1/24/2013,5.76,27648
6/8/2012,5.76,27648
4/20/2012,5.76,27648
4/26/2012,5.76,27650
9/25/2012,5.76,27851
9/25/2012,5.76,27930
10/15/2012,5.76,27936
1/16/2013,5.76,27936
7/30/2012,5.76,27936
12/13/2012,5.76,27936
1/8/2013,5.76,27936
10/26/2012,5.76,27936
1/21/2013,5.76,27936
11/16/2012,5.76,27936
4/17/2014,5.76,27936
7/28/2011,5.76,27936
1/8/2013,5.76,27936
12/13/2012,5.76,27936
11/13/2012,5.76,27936
6/11/2012,5.76,27936
2/6/2013,5.76,27936
4/1/2013,5.76,27936
1/29/2013,5.76,27936
1/30/2013,5.76,27936
12/18/2012,5.76,27936
11/14/2012,5.76,27936
9/25/2012,5.76,27936
12/4/2012,5.76,27936
12/17/2012,5.76,27936
8/21/2012,5.76,27980
7/25/2012,5.76,28000
12/6/2011,5.76,28279
2/22/2012,5.76,28512
4/11/2012,5.76,28512
2/21/2012,5.76,28512
3/19/2012,5.76,28512
7/19/2011,5.76,28512
11/19/2012,5.76,28562
12/28/2012,5.76,28656
2/26/2013,5.76,28656
8/13/2012,5.76,28656
11/21/2012,5.76,28656
10/26/2012,5.76,28656
12/14/2012,5.76,28656
2/28/2013,5.76,28656
10/25/2012,5.76,28656
9/24/2012,5.76,28656
2/15/2013,5.76,28656
2/6/2013,5.76,28656
3/28/2013,5.76,28656
11/21/2012,5.76,28656
4/16/2013,5.76,28656
2/1/2013,5.76,28656
11/16/2012,5.76,28656
2/4/2013,5.76,28656
12/17/2012,5.76,28656
9/26/2012,5.76,28656
1/29/2013,5.76,28656
8/10/2012,5.76,28656
10/3/2012,5.76,28656
4/29/2013,5.76,28656
10/11/2012,5.76,28656
3/8/2013,5.76,28656
4/10/2013,5.76,28656
12/19/2012,5.76,28656
6/6/2013,5.76,28656
11/26/2012,5.76,28656
4/10/2013,5.76,28656
11/5/2012,5.76,28656
6/22/2012,5.76,28656
11/30/2012,5.76,28656
12/20/2012,5.76,28656
1/29/2013,5.76,28656
11/14/2012,5.76,28656
12/10/2012,5.76,28656
12/12/2012,5.76,28656
4/15/2013,5.76,28656
1/21/2013,5.76,28656
2/15/2013,5.76,28656
4/8/2013,5.76,28656
12/28/2012,5.76,28656
1/29/2013,5.76,28656
3/13/2013,5.76,28656
2/26/2013,5.76,28656
4/19/2013,5.76,28656
10/3/2012,5.76,28656
3/11/2013,5.76,28656
1/15/2013,5.76,28656
2/14/2013,5.76,28656
3/26/2013,5.76,28656
1/21/2013,5.76,28656
11/14/2012,5.76,28656
4/12/2013,5.76,28656
1/2/2013,5.76,28656
4/10/2013,5.76,28656
1/2/2013,5.76,28656
7/11/2012,5.76,28656
4/3/2013,5.76,28656
10/25/2012,5.76,28656
11/29/2012,5.76,28656
3/11/2013,5.76,28656
8/24/2012,5.76,28656
12/7/2012,5.76,28656
2/8/2013,5.76,28656
9/27/2012,5.76,28656
2/6/2013,5.76,28656
11/14/2012,5.76,28656
11/9/2012,5.76,28656
6/12/2013,5.76,28656
10/11/2012,5.76,28656
3/26/2013,5.76,28656
3/12/2013,5.76,28656
10/23/2012,5.76,28656
1/8/2013,5.76,28656
11/6/2012,5.76,28656
1/2/2013,5.76,28656
12/13/2012,5.76,28656
4/16/2013,5.76,28656
2/20/2013,5.76,28656
12/3/2012,5.76,28656
1/16/2013,5.76,28656
12/11/2012,5.76,28656
10/17/2012,5.76,28656
11/1/2012,5.76,28656
12/6/2012,5.76,28656
11/6/2012,5.76,28656
12/7/2012,5.76,28656
12/5/2012,5.76,28656
11/6/2012,5.76,28656
10/29/2012,5.76,28656
4/5/2013,5.76,28656
3/14/2013,5.76,28656
3/13/2013,5.76,28656
3/13/2013,5.76,28656
2/27/2013,5.76,28656
10/29/2012,5.76,28656
1/10/2013,5.76,28656
10/29/2012,5.76,28656
4/18/2013,5.76,28656
12/12/2012,5.76,28656
3/6/2013,5.76,28656
3/12/2013,5.76,28656
3/21/2013,5.76,28656
5/6/2013,5.76,28656
1/7/2013,5.76,28656
4/11/2013,5.76,28656
9/13/2012,5.76,28656
9/27/2012,5.76,28656
4/4/2013,5.76,28656
11/13/2012,5.76,28656
12/3/2012,5.76,28656
11/28/2012,5.76,28656
2/20/2013,5.76,28656
2/21/2013,5.76,28656
9/27/2012,5.76,28656
4/2/2013,5.76,28656
9/24/2012,5.76,28656
2/28/2013,5.76,28656
10/12/2012,5.76,28656
7/2/2012,5.76,28656
4/4/2013,5.76,28656
2/20/2013,5.76,28656
10/9/2012,5.76,28656
5/7/2013,5.76,28656
4/12/2013,5.76,28656
4/3/2013,5.76,28656
12/17/2012,5.76,28656
12/19/2012,5.76,28656
12/26/2012,5.76,28656
8/13/2012,5.76,28656
5/3/2013,5.76,28656
3/13/2013,5.76,28656
4/16/2013,5.76,28656
12/12/2012,5.76,28656
2/6/2013,5.76,28656
3/13/2013,5.76,28656
8/17/2012,5.76,28656
12/7/2012,5.76,28656
10/10/2012,5.76,28787
8/8/2011,5.76,28790
7/11/2012,5.76,28800
8/2/2011,5.76,28800
3/14/2013,5.76,28800
12/15/2011,5.76,28800
3/8/2013,5.76,28800
7/12/2012,5.76,28800
2/20/2015,5.76,28800
7/23/2012,5.76,29088
4/23/2012,5.76,29088
4/11/2012,5.76,29088
7/19/2012,5.76,29088
12/21/2010,5.76,29118
3/30/2012,5.76,29189
2/2/2012,5.76,29298
